Year,YearMonth,ProductID,Name,CategoryName,SubcategoryName,Revenue,UnitsSold,Orders
2021,2021-07,660,Eco Bath & Body Products,Health & Beauty,Bath & Body Products,684.0,6,3
2021,2021-07,661,Deluxe Fragrances,Health & Beauty,Fragrances,597.74,26,6
2021,2021-07,662,Eco Wellness Supplements,Health & Beauty,Wellness Supplements,608.0,16,4
2021,2021-07,663,Pro Bath & Body Products,Health & Beauty,Bath & Body Products,3600.0,45,13
2021,2021-07,664,Portable Storage Solutions,Home & Living,Storage Solutions,89.94,6,4
2021,2021-07,665,Advanced Small Furniture,Home & Living,Small Furniture,3508.78,22,6
2021,2021-07,666,Eco Storage Solutions,Home & Living,Storage Solutions,1727.73,27,5
2021,2021-07,667,Pro Bedding & Linens,Home & Living,Bedding & Linens,245.88,12,4
2021,2021-07,668,Pro Storage Solutions,Home & Living,Storage Solutions,3270.54,26,9
2021,2021-07,669,Classic Small Furniture,Home & Living,Small Furniture,3713.38,22,7
2021,2021-07,670,Compact Home Office Supplies,Home & Living,Home Office Supplies,327.16,4,2
2021,2021-07,671,Premium Home Fragrances,Home & Living,Home Fragrances,2022.65,35,10
2021,2021-07,672,Classic Lighting & Lamps,Home & Living,Lighting & Lamps,1628.43,17,4
2021,2021-07,673,Portable Planters & Gardening,Home & Living,Planters & Gardening,6031.68,32,8
2021,2021-07,674,Premium Wall Art,Home & Living,Wall Art,3926.78,22,9
2021,2021-07,675,Ultra Small Furniture,Home & Living,Small Furniture,2903.76,24,7
2021,2021-07,676,Advanced Decorative Items,Home & Living,Decorative Items,394.98,2,1
2021,2021-07,677,Compact Small Furniture,Home & Living,Small Furniture,3587.76,24,7
2021,2021-07,678,Pro Kitchenware,Home & Living,Kitchenware,383.84,16,4
2021,2021-07,679,Ultra Home Fragrances,Home & Living,Home Fragrances,413.88,12,6
2021,2021-07,680,Pro Decorative Items,Home & Living,Decorative Items,971.76,24,5
2021,2021-07,681,Classic Kitchenware,Home & Living,Kitchenware,4882.15,35,8
2021,2021-07,682,Pro Small Furniture,Home & Living,Small Furniture,2628.0,18,4
2021,2021-07,683,Advanced Small Furniture,Home & Living,Small Furniture,924.0,22,5
2021,2021-07,684,Advanced Kitchenware,Home & Living,Kitchenware,3791.68,32,12
2021,2021-07,685,Classic Bedding & Linens,Home & Living,Bedding & Linens,1860.0,20,6
2021,2021-07,686,Classic Home Fragrances,Home & Living,Home Fragrances,7482.09,41,12
2021,2021-07,687,Eco Storage Solutions,Home & Living,Storage Solutions,642.43,17,7
2021,2021-07,688,Advanced Lighting & Lamps,Home & Living,Lighting & Lamps,3398.22,18,7
2021,2021-07,689,Premium Kitchenware,Home & Living,Kitchenware,947.9,10,4
2021,2021-07,690,Portable Wall Art,Home & Living,Wall Art,923.89,11,3
2021,2021-07,691,Pro Home Office Supplies,Home & Living,Home Office Supplies,1344.0,32,10
2021,2021-07,692,Classic Bedding & Linens,Home & Living,Bedding & Linens,373.59,21,7
2021,2021-07,693,Pro Bedding & Linens,Home & Living,Bedding & Linens,3769.8,20,5
2021,2021-07,694,Portable Planters & Gardening,Home & Living,Planters & Gardening,1279.84,16,5
2021,2021-07,695,Pro Kitchenware,Home & Living,Kitchenware,1415.76,24,6
2021,2021-07,696,Classic Bedding & Linens,Home & Living,Bedding & Linens,395.67,33,10
2021,2021-07,697,Compact Lighting & Lamps,Home & Living,Lighting & Lamps,2425.29,21,5
2021,2021-07,698,Classic Small Furniture,Home & Living,Small Furniture,1835.8,20,5
2021,2021-07,699,Compact Home Fragrances,Home & Living,Home Fragrances,1192.35,15,6
2021,2021-07,700,Deluxe Decorative Items,Home & Living,Decorative Items,1606.0,22,6
2021,2021-07,701,Deluxe Home Office Supplies,Home & Living,Home Office Supplies,5501.72,28,8
2021,2021-07,702,Ultra Home Office Supplies,Home & Living,Home Office Supplies,1656.0,18,5
2021,2021-07,703,Portable Kitchenware,Home & Living,Kitchenware,4025.23,37,12
2021,2021-07,704,Premium Kitchenware,Home & Living,Kitchenware,2318.12,28,7
2021,2021-07,705,Eco Planters & Gardening,Home & Living,Planters & Gardening,4139.7,30,9
2021,2021-07,706,Compact Storage Solutions,Home & Living,Storage Solutions,355.41,9,3
2021,2021-07,707,Compact Storage Solutions,Home & Living,Storage Solutions,752.02,38,8
2021,2021-07,708,Eco Kitchenware,Home & Living,Kitchenware,4560.0,24,7
2021,2021-07,709,Ultra Home Office Supplies,Home & Living,Home Office Supplies,7449.0,39,14
2021,2021-07,710,Portable Planters & Gardening,Home & Living,Planters & Gardening,393.69,11,3
2021,2021-07,711,Deluxe Storage Solutions,Home & Living,Storage Solutions,2173.27,23,7
2021,2021-07,712,Pro Decorative Items,Home & Living,Decorative Items,3484.27,23,9
2021,2021-07,713,Portable Wall Art,Home & Living,Wall Art,264.98,2,1
2021,2021-07,714,Premium Bedding & Linens,Home & Living,Bedding & Linens,2061.31,19,5
2021,2021-07,715,Classic Decorative Items,Home & Living,Decorative Items,940.59,21,7
2021,2021-07,716,Compact Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,776.86,14,4
2021,2021-07,717,Advanced Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,3955.77,23,6
2021,2021-07,718,Eco Fitness Equipment,Sports & Outdoors,Fitness Equipment,5213.67,33,7
2021,2021-07,719,Classic Camping Gear,Sports & Outdoors,Camping Gear,4408.0,38,7
2021,2021-07,720,Eco Travel Accessories,Sports & Outdoors,Travel Accessories,3426.54,26,9
2021,2021-07,721,Portable Yoga & Pilates Accessories,Sports & Outdoors,Yoga & Pilates Accessories,5125.0,41,10
2021,2021-07,722,Pro Yoga & Pilates Accessories,Sports & Outdoors,Yoga & Pilates Accessories,2396.83,17,6
2021,2021-07,723,Deluxe Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,1928.21,29,5
2021,2021-07,724,Classic Travel Accessories,Sports & Outdoors,Travel Accessories,1551.6,40,10
2021,2021-07,725,Portable Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,4311.72,28,9
2021,2021-07,726,Classic Camping Gear,Sports & Outdoors,Camping Gear,4510.74,26,7
2021,2021-07,727,Deluxe Fitness Equipment,Sports & Outdoors,Fitness Equipment,2953.17,33,8
2021,2021-07,728,Deluxe Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2219.01,19,5
2021,2021-07,729,Classic Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,4112.25,25,6
2021,2021-07,730,Compact Yoga & Pilates Accessories,Sports & Outdoors,Yoga & Pilates Accessories,933.27,13,4
2021,2021-07,731,Compact Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2784.43,17,5
2021,2021-07,732,Premium Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,580.23,27,8
2021,2021-07,733,Pro Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,3486.31,19,4
2021,2021-07,734,Premium Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,1088.0,34,7
2021,2021-07,735,Portable Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,2754.62,38,6
2021,2021-07,736,Premium Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,827.91,9,5
2021,2021-07,737,Classic Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,119.9,10,2
2021,2021-07,738,Ultra Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,6839.64,36,12
2021,2021-07,739,Premium Travel Accessories,Sports & Outdoors,Travel Accessories,1015.8,20,6
2021,2021-07,740,Classic Camping Gear,Sports & Outdoors,Camping Gear,1955.8,20,6
2021,2021-07,741,Ultra Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,2174.22,18,4
2021,2021-07,742,Deluxe Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,1784.66,34,7
2021,2021-07,743,Compact Camping Gear,Sports & Outdoors,Camping Gear,3523.23,27,8
2021,2021-07,744,Compact Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,1805.23,37,13
2021,2021-07,745,Deluxe Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,1198.78,22,5
2021,2021-07,746,Pro Fitness Equipment,Sports & Outdoors,Fitness Equipment,2022.86,14,4
2021,2021-07,747,Pro Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,655.06,14,5
2021,2021-07,748,Pro Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,522.31,19,6
2021,2021-07,749,Portable Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,3529.8,20,8
2021,2021-07,750,Portable Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2131.59,41,9
2021,2021-07,751,Pro Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,1419.0,33,8
2021,2021-07,752,Compact Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,1679.79,21,7
2021,2021-07,753,Premium Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,775.96,4,1
2021,2021-07,754,Ultra Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,1214.82,18,4
2021,2021-07,755,Portable Fitness Equipment,Sports & Outdoors,Fitness Equipment,1189.8,20,7
2021,2021-07,756,Portable Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,768.49,31,8
2021,2021-07,757,Compact Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,7207.39,41,10
2021,2021-07,758,Classic Fitness Equipment,Sports & Outdoors,Fitness Equipment,3916.0,22,7
2021,2021-07,759,Premium Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,991.69,31,7
2021,2021-07,760,Portable Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,839.65,35,9
2021,2021-07,761,Pro Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,960.0,12,3
2021,2021-07,762,Classic Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,1635.27,13,4
2021,2021-07,763,Classic Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,1314.0,18,7
2021,2021-07,764,Eco Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,1000.78,22,8
2021,2021-07,765,Deluxe Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,3789.8,20,6
2021,2021-07,766,Premium Yoga & Pilates Accessories,Sports & Outdoors,Yoga & Pilates Accessories,623.74,26,6
2021,2021-07,767,Advanced Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,992.0,8,3
2021,2021-07,768,Ultra Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,7239.6,40,11
2021,2021-07,769,Eco Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,3168.0,48,10
2021,2021-07,770,Classic Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,4975.19,31,9
2021,2021-07,771,Advanced Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,487.25,25,6
2021,2021-07,772,Deluxe Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2459.38,22,6
2021,2021-07,773,Deluxe Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,5191.0,29,9
2021,2021-07,774,Deluxe Travel Accessories,Sports & Outdoors,Travel Accessories,693.0,11,5
2021,2021-07,775,Advanced Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2903.43,17,4
2021,2021-07,776,Premium Camping Gear,Sports & Outdoors,Camping Gear,104.37,3,1
2021,2021-07,777,Portable Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,9676.24,56,11
2021,2021-07,778,Premium Travel Accessories,Sports & Outdoors,Travel Accessories,4451.76,24,7
2021,2021-07,779,Compact Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,434.94,6,2
2021,2021-07,780,Compact Travel Accessories,Sports & Outdoors,Travel Accessories,198.0,9,4
2021,2021-07,781,Premium Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,1999.27,13,3
2021,2021-07,782,Pro Fitness Equipment,Sports & Outdoors,Fitness Equipment,4200.0,25,7
2021,2021-07,783,Premium Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,695.76,24,9
2021,2021-07,784,Premium Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,437.69,11,5
2021,2021-07,785,Premium Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,1975.8,20,6
2021,2021-07,786,Portable Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,3289.65,35,8
2021,2021-07,787,Eco Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,1122.0,17,5
2021,2021-07,788,Eco Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,1740.0,60,13
2021,2021-07,789,Portable Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,1492.35,15,4
2021,2021-07,790,Classic Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,6004.44,36,7
2021,2021-07,791,Compact Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,3223.29,21,6
2021,2021-07,792,Portable Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,431.68,32,8
2021,2021-07,793,Advanced Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,665.91,9,4
2021,2021-07,794,Portable Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,989.7,30,6
2021,2021-07,795,Portable Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,1540.0,35,11
2021,2021-07,796,Classic Camping Gear,Sports & Outdoors,Camping Gear,4344.0,24,6
2021,2021-07,797,Compact Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,1871.87,13,5
2021,2021-07,798,Eco Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,954.49,31,6
2021,2021-07,799,Portable Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,1881.48,12,4
2021,2021-07,800,Pro Camping Gear,Sports & Outdoors,Camping Gear,1953.23,37,12
2021,2021-08,1,Eco Formal Wear,Fashion & Apparel,Formal Wear,473.7,30,9
2021,2021-08,2,Portable Outerwear,Fashion & Apparel,Outerwear,1921.0,17,6
2021,2021-08,3,Deluxe Accessories,Fashion & Apparel,Accessories,2843.82,18,6
2021,2021-08,4,Ultra Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,4441.23,27,8
2021,2021-08,5,Deluxe Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,9299.5,50,15
2021,2021-08,6,Pro T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,6236.67,33,10
2021,2021-08,7,Premium Outerwear,Fashion & Apparel,Outerwear,692.91,9,3
2021,2021-08,8,Deluxe Activewear,Fashion & Apparel,Activewear,448.11,9,3
2021,2021-08,9,Eco Activewear,Fashion & Apparel,Activewear,296.0,8,2
2021,2021-08,10,Eco Accessories,Fashion & Apparel,Accessories,4117.23,27,11
2021,2021-08,11,Pro Activewear,Fashion & Apparel,Activewear,4591.72,28,9
2021,2021-08,12,Pro Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,631.91,29,10
2021,2021-08,13,Classic Accessories,Fashion & Apparel,Accessories,1397.88,12,5
2021,2021-08,14,Advanced Swimwear,Fashion & Apparel,Swimwear,893.88,12,3
2021,2021-08,15,Eco Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,937.35,15,7
2021,2021-08,16,Pro Accessories,Fashion & Apparel,Accessories,1777.86,14,2
2021,2021-08,17,Advanced Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,3071.76,24,9
2021,2021-08,18,Advanced Outerwear,Fashion & Apparel,Outerwear,1216.53,7,3
2021,2021-08,19,Ultra T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,3662.12,28,6
2021,2021-08,20,Classic Accessories,Fashion & Apparel,Accessories,3041.82,18,7
2021,2021-08,21,Advanced Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,210.0,7,3
2021,2021-08,22,Ultra Swimwear,Fashion & Apparel,Swimwear,647.27,13,5
2021,2021-08,23,Premium Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1932.0,12,5
2021,2021-08,24,Eco Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1320.54,26,8
2021,2021-08,25,Ultra Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,1423.84,16,6
2021,2021-08,26,Eco Swimwear,Fashion & Apparel,Swimwear,2828.77,23,6
2021,2021-08,27,Compact Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,322.35,15,6
2021,2021-08,28,Advanced Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,3469.75,25,7
2021,2021-08,29,Deluxe T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,4940.0,26,7
2021,2021-08,30,Deluxe Swimwear,Fashion & Apparel,Swimwear,1200.0,8,3
2021,2021-08,31,Advanced Swimwear,Fashion & Apparel,Swimwear,3015.8,20,8
2021,2021-08,32,Advanced Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,4023.0,27,6
2021,2021-08,33,Premium Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,3733.31,19,6
2021,2021-08,34,Compact Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,851.37,13,3
2021,2021-08,35,Eco Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,1907.15,35,12
2021,2021-08,36,Compact Swimwear,Fashion & Apparel,Swimwear,3353.61,39,10
2021,2021-08,37,Classic Swimwear,Fashion & Apparel,Swimwear,382.32,8,3
2021,2021-08,38,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2921.0,23,8
2021,2021-08,39,Portable Accessories,Fashion & Apparel,Accessories,503.95,5,2
2021,2021-08,40,Deluxe Activewear,Fashion & Apparel,Activewear,2001.0,29,9
2021,2021-08,41,Advanced Accessories,Fashion & Apparel,Accessories,2368.59,21,8
2021,2021-08,42,Premium Accessories,Fashion & Apparel,Accessories,2342.43,17,4
2021,2021-08,43,Premium Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2159.8,20,5
2021,2021-08,44,Classic Activewear,Fashion & Apparel,Activewear,2862.0,27,7
2021,2021-08,45,Ultra Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,1991.76,24,7
2021,2021-08,46,Compact Accessories,Fashion & Apparel,Accessories,2900.0,25,7
2021,2021-08,47,Pro Swimwear,Fashion & Apparel,Swimwear,3059.66,34,10
2021,2021-08,48,Portable Activewear,Fashion & Apparel,Activewear,4438.77,23,7
2021,2021-08,49,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2418.0,26,8
2021,2021-08,50,Ultra Swimwear,Fashion & Apparel,Swimwear,2783.0,23,8
2021,2021-08,51,Ultra Swimwear,Fashion & Apparel,Swimwear,4301.64,36,8
2021,2021-08,52,Eco Outerwear,Fashion & Apparel,Outerwear,1757.88,12,4
2021,2021-08,53,Premium Formal Wear,Fashion & Apparel,Formal Wear,4939.13,37,12
2021,2021-08,54,Portable Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,294.17,23,8
2021,2021-08,55,Ultra T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,6468.0,44,10
2021,2021-08,56,Ultra Outerwear,Fashion & Apparel,Outerwear,6019.6,40,6
2021,2021-08,57,Eco Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,1967.84,16,6
2021,2021-08,58,Pro Activewear,Fashion & Apparel,Activewear,1237.43,17,5
2021,2021-08,59,Eco T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,1364.0,44,13
2021,2021-08,60,Portable Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,1451.78,22,6
2021,2021-08,61,Deluxe Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,748.0,17,5
2021,2021-08,62,Compact Formal Wear,Fashion & Apparel,Formal Wear,3698.73,27,6
2021,2021-08,63,Classic Swimwear,Fashion & Apparel,Swimwear,2702.83,17,4
2021,2021-08,64,Eco Activewear,Fashion & Apparel,Activewear,2284.64,16,4
2021,2021-08,65,Eco Swimwear,Fashion & Apparel,Swimwear,3365.67,33,9
2021,2021-08,66,Advanced Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,3265.29,21,6
2021,2021-08,67,Classic Accessories,Fashion & Apparel,Accessories,4989.33,27,6
2021,2021-08,68,Premium Outerwear,Fashion & Apparel,Outerwear,5979.6,40,11
2021,2021-08,69,Classic Outerwear,Fashion & Apparel,Outerwear,1624.0,14,3
2021,2021-08,70,Compact Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1453.31,19,6
2021,2021-08,71,Deluxe Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,1496.09,41,8
2021,2021-08,72,Ultra Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,1669.9,10,4
2021,2021-08,73,Portable Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,367.29,21,6
2021,2021-08,74,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2890.51,49,13
2021,2021-08,75,Portable Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,3720.01,19,4
2021,2021-08,76,Ultra Outerwear,Fashion & Apparel,Outerwear,527.9,10,3
2021,2021-08,77,Advanced Outerwear,Fashion & Apparel,Outerwear,1457.88,12,4
2021,2021-08,78,Advanced Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,1039.92,8,4
2021,2021-08,79,Eco Swimwear,Fashion & Apparel,Swimwear,474.96,24,9
2021,2021-08,80,Advanced Outerwear,Fashion & Apparel,Outerwear,371.76,24,6
2021,2021-08,81,Portable Formal Wear,Fashion & Apparel,Formal Wear,2314.01,19,6
2021,2021-08,82,Premium Accessories,Fashion & Apparel,Accessories,4373.38,22,7
2021,2021-08,83,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,6029.19,31,7
2021,2021-08,84,Eco Activewear,Fashion & Apparel,Activewear,1713.27,23,5
2021,2021-08,85,Eco Activewear,Fashion & Apparel,Activewear,3288.54,46,11
2021,2021-08,86,Advanced Activewear,Fashion & Apparel,Activewear,1641.33,27,9
2021,2021-08,87,Deluxe Swimwear,Fashion & Apparel,Swimwear,4649.75,25,7
2021,2021-08,88,Advanced Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,1023.0,33,8
2021,2021-08,89,Classic Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,220.29,21,5
2021,2021-08,90,Portable T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,587.25,25,9
2021,2021-08,91,Pro T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2231.0,23,8
2021,2021-08,92,Portable Outerwear,Fashion & Apparel,Outerwear,4130.66,34,10
2021,2021-08,93,Portable Swimwear,Fashion & Apparel,Swimwear,1740.0,20,5
2021,2021-08,94,Classic Activewear,Fashion & Apparel,Activewear,3540.0,20,6
2021,2021-08,95,Deluxe Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2160.0,20,6
2021,2021-08,96,Advanced Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,495.0,11,4
2021,2021-08,97,Premium Swimwear,Fashion & Apparel,Swimwear,1022.22,18,7
2021,2021-08,98,Compact Swimwear,Fashion & Apparel,Swimwear,712.77,23,6
2021,2021-08,99,Pro Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,557.43,17,5
2021,2021-08,100,Deluxe Accessories,Fashion & Apparel,Accessories,962.25,25,6
2021,2021-08,101,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,360.0,20,8
2021,2021-08,102,Compact Accessories,Fashion & Apparel,Accessories,3672.0,34,9
2021,2021-08,103,Compact Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2604.64,16,5
2021,2021-08,104,Classic Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2065.23,27,7
2021,2021-08,105,Deluxe Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1454.9,10,3
2021,2021-08,106,Premium Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,1640.33,17,5
2021,2021-08,107,Compact Outerwear,Fashion & Apparel,Outerwear,1340.0,10,2
2021,2021-08,108,Portable Activewear,Fashion & Apparel,Activewear,1826.82,18,4
2021,2021-08,109,Advanced Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,5406.0,34,11
2021,2021-08,110,Ultra Activewear,Fashion & Apparel,Activewear,782.82,18,5
2021,2021-08,111,Ultra Formal Wear,Fashion & Apparel,Formal Wear,1719.84,16,5
2021,2021-08,112,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2075.76,24,8
2021,2021-08,113,Premium Formal Wear,Fashion & Apparel,Formal Wear,1431.0,27,9
2021,2021-08,114,Compact Outerwear,Fashion & Apparel,Outerwear,1800.0,24,8
2021,2021-08,115,Premium Accessories,Fashion & Apparel,Accessories,719.68,32,7
2021,2021-08,116,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,382.47,3,2
2021,2021-08,117,Compact Swimwear,Fashion & Apparel,Swimwear,1801.01,19,5
2021,2021-08,118,Compact Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,1761.48,12,5
2021,2021-08,119,Eco Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,638.32,8,3
2021,2021-08,120,Advanced Activewear,Fashion & Apparel,Activewear,1963.17,33,10
2021,2021-08,121,Portable Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2551.78,22,7
2021,2021-08,122,Eco Accessories,Fashion & Apparel,Accessories,1742.33,17,6
2021,2021-08,123,Eco Activewear,Fashion & Apparel,Activewear,462.54,26,4
2021,2021-08,124,Compact Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2384.0,16,5
2021,2021-08,125,Ultra Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2655.68,32,6
2021,2021-08,126,Classic Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2197.0,13,5
2021,2021-08,127,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,551.94,6,2
2021,2021-08,128,Premium T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,351.31,19,6
2021,2021-08,129,Ultra Accessories,Fashion & Apparel,Accessories,2325.43,17,4
2021,2021-08,130,Premium Outerwear,Fashion & Apparel,Outerwear,2508.21,29,8
2021,2021-08,131,Pro Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,1139.7,30,9
2021,2021-08,132,Ultra Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,1288.01,19,5
2021,2021-08,133,Eco Outerwear,Fashion & Apparel,Outerwear,948.0,12,5
2021,2021-08,134,Portable Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2308.43,17,3
2021,2021-08,135,Pro Swimwear,Fashion & Apparel,Swimwear,3997.17,23,5
2021,2021-08,136,Advanced Swimwear,Fashion & Apparel,Swimwear,600.0,4,2
2021,2021-08,137,Premium Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2359.6,40,10
2021,2021-08,138,Deluxe Outerwear,Fashion & Apparel,Outerwear,930.0,15,6
2021,2021-08,139,Portable Activewear,Fashion & Apparel,Activewear,1260.0,30,7
2021,2021-08,140,Eco T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,1913.78,22,7
2021,2021-08,141,Advanced Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,1620.0,9,3
2021,2021-08,142,Classic Formal Wear,Fashion & Apparel,Formal Wear,708.17,23,9
2021,2021-08,143,Eco Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,3915.0,29,9
2021,2021-08,144,Deluxe Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,5882.63,37,8
2021,2021-08,145,Eco Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,4364.21,29,9
